C:\Users\SIDHARTH\Desktop\Data\IMG\center_2020_07_24_15_47_59_747.jpg, C:\Users\SIDHARTH\Desktop\Data\IMG\left_2020_07_24_15_47_59_747.jpg, C:\Users\SIDHARTH\Desktop\Data\IMG\right_2020_07_24_15_47_59_747.jpg, 0, 0, 0, 7.764378E-05
C:\Users\SIDHARTH\Desktop\Data\IMG\center_2020_07_24_15_47_59_855.jpg, C:\Users\SIDHARTH\Desktop\Data\IMG\left_2020_07_24_15_47_59_855.jpg, C:\Users\SIDHARTH\Desktop\Data\IMG\right_2020_07_24_15_47_59_855.jpg, 0, 0, 0, 7.943581E-05
C:\Users\SIDHARTH\Desktop\Data\IMG\center_2020_07_24_15_47_59_959.jpg, C:\Users\SIDHARTH\Desktop\Data\IMG\left_2020_07_24_15_47_59_959.jpg, C:\Users\SIDHARTH\Desktop\Data\IMG\right_2020_07_24_15_47_59_959.jpg, 0, 0, 0, 7.829113E-05
C:\Users\SIDHARTH\Desktop\Data\IMG\center_2020_07_24_15_48_00_059.jpg, C:\Users\SIDHARTH\Desktop\Data\IMG\left_2020_07_24_15_48_00_059.jpg, C:\Users\SIDHARTH\Desktop\Data\IMG\right_2020_07_24_15_48_00_059.jpg, 0, 0, 0, 7.881699E-05
C:\Users\SIDHARTH\Desktop\Data\IMG\center_2020_07_24_15_48_00_169.jpg, C:\Users\SIDHARTH\Desktop\Data\IMG\left_2020_07_24_15_48_00_169.jpg, C:\Users\SIDHARTH\Desktop\Data\IMG\right_2020_07_24_15_48_00_169.jpg, 0, 0, 0, 8.037453E-05
C:\Users\SIDHARTH\Desktop\Data\IMG\center_2020_07_24_15_48_00_292.jpg, C:\Users\SIDHARTH\Desktop\Data\IMG\left_2020_07_24_15_48_00_292.jpg, C:\Users\SIDHARTH\Desktop\Data\IMG\right_2020_07_24_15_48_00_292.jpg, 0, 0, 0, 7.806769E-05
C:\Users\SIDHARTH\Desktop\Data\IMG\center_2020_07_24_15_48_00_400.jpg, C:\Users\SIDHARTH\Desktop\Data\IMG\left_2020_07_24_15_48_00_400.jpg, C:\Users\SIDHARTH\Desktop\Data\IMG\right_2020_07_24_15_48_00_400.jpg, 0, 0, 0, 7.824403E-05
C:\Users\SIDHARTH\Desktop\Data\IMG\center_2020_07_24_15_48_00_511.jpg, C:\Users\SIDHARTH\Desktop\Data\IMG\left_2020_07_24_15_48_00_511.jpg, C:\Users\SIDHARTH\Desktop\Data\IMG\right_2020_07_24_15_48_00_511.jpg, 0, 0, 0, 7.809874E-05
C:\Users\SIDHARTH\Desktop\Data\IMG\center_2020_07_24_15_48_00_615.jpg, C:\Users\SIDHARTH\Desktop\Data\IMG\left_2020_07_24_15_48_00_615.jpg, C:\Users\SIDHARTH\Desktop\Data\IMG\right_2020_07_24_15_48_00_615.jpg, 0, 0, 0, 7.781308E-05
C:\Users\SIDHARTH\Desktop\Data\IMG\center_2020_07_24_15_48_00_723.jpg, C:\Users\SIDHARTH\Desktop\Data\IMG\left_2020_07_24_15_48_00_723.jpg, C:\Users\SIDHARTH\Desktop\Data\IMG\right_2020_07_24_15_48_00_723.jpg, 0, 0, 0, 7.825458E-05
